Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-05-07 04:55:00,438.2,438.2,438.2,438.2,438.2,0,0,0.0
2020-05-07 05:00:00,438.2,438.2,438.2,438.2,438.2,0,0,0.0
2020-05-07 06:15:00,438.2,438.2,438.2,438.2,438.2,0,0,0.0
2020-05-07 06:30:00,438.2,438.2,438.2,438.2,438.2,0,0,0.0
2020-05-07 06:45:00,438.2,438.2,438.2,438.2,438.2,0,0,0.0
2020-05-07 07:10:00,438.16,438.16,438.16,438.16,438.16,0,0,0.0
2020-05-07 07:15:00,438.0,438.1,438.0,438.1,438.1,0,0,0.0
2020-05-07 07:20:00,438.7,438.75,438.06,438.06,438.06,0,0,0.0
2020-05-07 07:25:00,438.0,438.8,438.0,438.27,438.27,0,0,0.0
2020-05-07 07:30:00,438.01,438.07,436.41,436.6,436.6,0,0,0.0
2020-05-07 07:40:00,437.25,437.3,437.25,437.3,437.3,0,0,0.0
2020-05-07 07:45:00,437.82,437.82,437.73,437.73,437.73,0,0,0.0
2020-05-07 07:50:00,437.2,437.35,437.2,437.35,437.35,0,0,0.0
2020-05-07 07:55:00,437.04,437.29,437.04,437.27,437.27,0,0,0.0
2020-05-07 08:00:00,437.3,438.0,433.18,436.5,436.5,0,0,0.0
2020-05-07 08:05:00,436.32,436.64,435.79,436.64,436.64,0,0,0.0
2020-05-07 08:10:00,436.0,436.11,436.0,436.11,436.11,0,0,0.0
2020-05-07 08:15:00,436.63,436.63,436.63,436.63,436.63,0,0,0.0
2020-05-07 08:20:00,437.0,437.0,436.68,436.68,436.68,0,0,0.0
2020-05-07 08:25:00,435.99,436.0,435.85,435.86,435.86,0,0,0.0
2020-05-07 08:30:00,435.98,436.03,435.98,435.99,435.99,0,0,0.0
2020-05-07 08:40:00,436.6,436.6,436.6,436.6,436.6,0,0,0.0
2020-05-07 08:45:00,436.72,436.96,436.63,436.63,436.63,0,0,0.0
2020-05-07 08:50:00,436.61,436.75,436.42,436.42,436.42,0,0,0.0
2020-05-07 08:55:00,436.67,436.7,436.67,436.7,436.7,0,0,0.0
2020-05-07 09:00:00,436.35,437.0,436.35,437.0,437.0,0,0,0.0
2020-05-07 09:05:00,436.95,436.95,436.79,436.79,436.79,0,0,0.0
2020-05-07 09:10:00,436.79,436.79,436.2,436.58,436.58,0,0,0.0
2020-05-07 09:15:00,436.6,437.35,436.6,437.35,437.35,0,0,0.0
2020-05-07 09:20:00,436.9,437.35,436.9,437.35,437.35,0,0,0.0
2020-05-07 09:25:00,437.35,437.35,436.8,436.9,436.9,0,0,0.0
2020-05-07 09:30:00,436.89,437.15,435.18,435.95,435.95,363591,0,0.0
2020-05-07 09:35:00,436.07,437.35,434.8,435.93,435.93,166051,0,0.0
2020-05-07 09:40:00,435.81,436.69,435.38,436.11,436.11,88157,0,0.0
2020-05-07 09:45:00,436.11,436.2,432.03,433.23,433.23,171198,0,0.0
2020-05-07 09:50:00,433.25,433.97,432.02,432.19,432.19,122930,0,0.0
2020-05-07 09:55:00,432.23,432.77,430.66,431.38,431.38,184093,0,0.0
2020-05-07 10:00:00,431.39,433.69,431.2,433.69,433.69,124122,0,0.0
2020-05-07 10:05:00,433.71,435.0,433.27,434.53,434.53,182782,0,0.0
2020-05-07 10:10:00,434.64,434.69,432.38,432.95,432.95,105204,0,0.0
2020-05-07 10:15:00,432.92,434.05,432.77,433.53,433.53,62548,0,0.0
2020-05-07 10:20:00,433.44,434.68,433.08,433.61,433.61,59204,0,0.0
